N,n_bin,P,p_bin,K,k_bin,temperature,temp_bin,humidity,humidity_bin,pH,pH_bin,rainfall,rainfall_bin,label,,,,,Range,,,33 percentile,66 percentile,Categorical Bins (for NB),,
102,High,73,High,54,High,26.40,Medium,84.41,Medium,5.72,Low,111.02,Medium,banana,,,,,,,,,,,,
86,High,79,High,45,Medium,27.81,High,82.69,Medium,5.81,Low,99.21,Medium,banana,,,,,,,,,,,,
117,High,86,High,53,High,25.20,Medium,83.56,Medium,5.70,Low,115.86,High,banana,,,,,,,,,,,,
111,High,79,High,53,High,28.31,High,75.77,Low,6.17,Medium,119.70,High,banana,,,,,,,,,,,,
95,High,74,High,50,Medium,25.90,Medium,80.47,Medium,6.00,Low,110.10,Medium,banana,,,,,,,,,,,,
91,High,75,High,55,High,27.49,High,76.11,Low,6.21,Medium,109.28,Medium,banana,,,,,,,,,,,,
93,High,83,High,46,Medium,29.38,High,83.50,Medium,5.77,Low,109.25,Medium,banana,,,,,,,,,,,,
92,High,85,High,51,Medium,29.22,High,81.08,Medium,5.74,Low,108.86,Medium,banana,,,,,,,,,,,,
104,High,80,High,54,High,27.09,Medium,81.34,Medium,5.88,Low,110.13,Medium,banana,,,,,,,,,,,,
103,High,72,High,51,Medium,26.13,Medium,81.81,Medium,6.10,Low,104.48,Medium,banana,,,,,,,,,,,,
92,High,75,High,45,Medium,29.01,High,77.95,Low,5.67,Low,90.43,Medium,banana,,,,,,,,,,,,
93,High,85,High,49,Medium,27.97,High,79.29,Low,5.69,Low,119.48,High,banana,,,,,,,,,,,,
120,High,87,High,52,High,28.08,High,76.06,Low,5.91,Low,118.99,High,banana,,,,,,,,,,,,
108,High,72,High,46,Medium,25.16,Medium,84.98,Medium,6.11,Medium,90.95,Medium,banana,,,,,,,,,,,,
105,High,88,High,54,High,25.79,Medium,84.51,Medium,6.02,Low,114.20,High,banana,,,,,,,,,,,,
98,High,79,High,50,Medium,25.34,Medium,84.47,Medium,6.44,Medium,91.06,Medium,banana,,,,,,,,,,,,
111,High,88,High,55,High,29.45,High,78.35,Low,5.51,Low,96.45,Medium,banana,,,,,,,,,,,,
97,High,74,High,45,Medium,26.48,Medium,78.52,Low,5.68,Low,113.12,High,banana,,,,,,,,,,,,
95,High,82,High,48,Medium,27.39,High,83.31,Medium,5.72,Low,92.78,Medium,banana,,,,,,,,,,,,
89,High,91,High,55,High,25.08,Medium,80.26,Medium,6.28,Medium,94.33,Medium,banana,,,,,,,,,,,,
89,High,85,High,55,High,26.67,Medium,76.49,Low,6.28,Medium,91.73,Medium,banana,,,,,,,,,,,,
118,High,88,High,51,Medium,25.45,Medium,79.49,Low,6.20,Medium,100.66,Medium,banana,,,,,,,,,,,,
101,High,92,High,45,Medium,28.23,High,80.64,Medium,5.76,Low,98.00,Medium,banana,,,,,,,,,,,,
99,High,92,High,47,Medium,28.13,High,77.48,Low,6.32,Medium,103.50,Medium,banana,,,,,,,,,,,,
82,High,77,High,46,Medium,28.95,High,82.19,Medium,5.90,Low,95.83,Medium,banana,,,,,,,,,,,,
90,High,86,High,55,High,27.96,High,84.15,Medium,5.64,Low,97.56,Medium,banana,,,,,,,,,,,,
95,High,88,High,52,High,28.00,High,78.90,Low,6.24,Medium,94.68,Medium,banana,,,,,,,,,,,,
104,High,73,High,46,Medium,29.14,High,80.12,Low,6.28,Medium,90.45,Medium,banana,,,,,,,,,,,,
102,High,73,High,52,High,27.91,High,83.36,Medium,6.36,Medium,90.24,Medium,banana,,,,,,,,,,,,
100,High,74,High,52,High,25.43,Medium,81.54,Medium,5.84,Low,96.48,Medium,banana,,,,,,,,,,,,
94,High,89,High,48,Medium,28.56,High,84.52,Medium,5.65,Low,111.08,Medium,banana,,,,,,,,,,,,
99,High,70,High,46,Medium,26.60,Medium,83.00,Medium,5.73,Low,100.51,Medium,banana,,,,,,,,,,,,
112,High,87,High,48,Medium,27.20,High,77.40,Low,6.20,Medium,99.47,Medium,banana,,,,,,,,,,,,
117,High,82,High,45,Medium,25.29,Medium,79.29,Low,5.61,Low,105.42,Medium,banana,,,,,,,,,,,,
96,High,86,High,51,Medium,29.91,High,76.99,Low,6.26,Medium,92.00,Medium,banana,,,,,,,,,,,,
113,High,85,High,45,Medium,27.95,High,76.64,Low,6.04,Low,109.09,Medium,banana,,,,,,,,,,,,
105,High,93,High,46,Medium,25.01,Medium,78.76,Low,5.76,Low,108.37,Medium,banana,,,,,,,,,,,,
85,High,89,High,51,Medium,29.21,High,84.70,Medium,6.16,Medium,108.55,Medium,banana,,,,,,,,,,,,
108,High,94,High,47,Medium,27.36,High,84.55,Medium,6.39,Medium,90.81,Medium,banana,,,,,,,,,,,,
92,High,81,High,52,High,28.01,High,76.53,Low,5.89,Low,103.70,Medium,banana,,,,,,,,,,,,
110,High,71,High,54,High,28.67,High,82.21,Medium,5.73,Low,94.38,Medium,banana,,,,,,,,,,,,
82,High,75,High,55,High,27.35,High,78.49,Low,6.28,Medium,92.16,Medium,banana,,,,,,,,,,,,
117,High,81,High,53,High,29.51,High,78.21,Low,5.51,Low,98.13,Medium,banana,,,,,,,,,,,,
2,Low,40,Medium,27,Low,29.74,High,47.55,Low,5.95,Low,90.10,Medium,mango,,,,,,,,,,,,
39,Medium,24,Low,31,Low,33.56,High,53.73,Low,4.76,Low,98.68,Medium,mango,,,,,,,,,,,,
21,Low,26,Medium,27,Low,27.00,Medium,47.68,Low,5.70,Low,95.85,Medium,mango,,,,,,,,,,,,
25,Low,22,Low,25,Low,33.56,High,45.54,Low,5.98,Low,95.71,Medium,mango,,,,,,,,,,,,
0,Low,21,Low,32,Low,35.90,High,54.26,Low,6.43,Medium,92.20,Medium,mango,,,,,,,,,,,,
20,Low,19,Low,35,Medium,34.18,High,50.62,Low,6.11,Medium,98.01,Medium,mango,,,,,,,,,,,,
19,Low,21,Low,34,Low,30.02,High,53.19,Low,5.07,Low,97.73,Medium,mango,,,,,,,,,,,,
18,Low,17,Low,31,Low,31.75,High,45.16,Low,5.67,Low,93.75,Medium,mango,,,,,,,,,,,,
11,Low,36,Medium,33,Low,35.99,High,52.23,Low,5.98,Low,95.37,Medium,mango,,,,,,,,,,,,
30,Low,28,Medium,30,Low,31.87,High,52.19,Low,5.06,Low,98.47,Medium,mango,,,,,,,,,,,,
18,Low,19,Low,27,Low,27.76,High,52.35,Low,4.77,Low,94.11,Medium,mango,,,,,,,,,,,,
23,Low,23,Low,27,Low,34.72,High,51.43,Low,5.16,Low,97.31,Medium,mango,,,,,,,,,,,,
37,Medium,30,Medium,34,Low,27.54,High,53.64,Low,6.80,High,99.35,Medium,mango,,,,,,,,,,,,
11,Low,27,Medium,30,Low,27.70,High,48.56,Low,6.39,Medium,89.86,Medium,mango,,,,,,,,,,,,
12,Low,19,Low,31,Low,27.25,High,52.66,Low,5.57,Low,91.87,Medium,mango,,,,,,,,,,,,
3,Low,28,Medium,33,Low,30.34,High,48.89,Low,5.76,Low,94.43,Medium,mango,,,,,,,,,,,,
37,Medium,38,Medium,32,Low,31.86,High,45.53,Low,5.42,Low,91.56,Medium,mango,,,,,,,,,,,,
26,Low,37,Medium,30,Low,35.40,High,49.46,Low,6.17,Medium,97.41,Medium,mango,,,,,,,,,,,,
14,Low,18,Low,30,Low,29.81,High,52.14,Low,5.19,Low,95.75,Medium,mango,,,,,,,,,,,,
40,Medium,16,Low,35,Medium,34.16,High,54.16,Low,4.95,Low,98.33,Medium,mango,,,,,,,,,,,,
4,Low,20,Low,25,Low,28.93,High,47.94,Low,5.66,Low,99.98,Medium,mango,,,,,,,,,,,,
36,Medium,25,Low,33,Low,27.98,High,53.33,Low,5.55,Low,99.61,Medium,mango,,,,,,,,,,,,
30,Low,17,Low,31,Low,31.20,High,54.50,Low,6.80,High,94.63,Medium,mango,,,,,,,,,,,,
28,Low,37,Medium,28,Low,32.13,High,50.53,Low,6.10,Low,98.63,Medium,mango,,,,,,,,,,,,
38,Medium,15,Low,30,Low,28.92,High,48.14,Low,5.08,Low,97.01,Medium,mango,,,,,,,,,,,,
12,Low,37,Medium,30,Low,31.10,High,47.41,Low,4.55,Low,90.29,Medium,mango,,,,,,,,,,,,
38,Medium,19,Low,31,Low,34.74,High,49.09,Low,5.86,Low,90.65,Medium,mango,,,,,,,,,,,,
8,Low,33,Medium,29,Low,29.98,High,49.49,Low,6.44,Medium,91.82,Medium,mango,,,,,,,,,,,,
15,Low,27,Medium,28,Low,33.80,High,46.13,Low,4.51,Low,90.83,Medium,mango,,,,,,,,,,,,
34,Medium,16,Low,25,Low,30.07,High,50.96,Low,6.11,Low,92.10,Medium,mango,,,,,,,,,,,,
11,Low,36,Medium,31,Low,27.92,High,51.78,Low,6.48,Medium,100.26,Medium,mango,,,,,,,,,,,,
33,Medium,29,Medium,34,Low,31.41,High,49.22,Low,6.83,High,93.00,Medium,mango,,,,,,,,,,,,
12,Low,31,Medium,26,Low,35.79,High,51.94,Low,5.40,Low,100.22,Medium,mango,,,,,,,,,,,,
12,Low,34,Medium,28,Low,33.36,High,45.02,Low,6.14,Medium,98.82,Medium,mango,,,,,,,,,,,,
5,Low,16,Low,31,Low,35.96,High,48.70,Low,4.56,Low,98.01,Medium,mango,,,,,,,,,,,,
1,Low,30,Medium,29,Low,28.33,High,51.40,Low,6.43,Medium,91.67,Medium,mango,,,,,,,,,,,,
16,Low,35,Medium,31,Low,32.28,High,50.19,Low,5.32,Low,95.99,Medium,mango,,,,,,,,,,,,
35,Medium,18,Low,26,Low,31.99,High,50.85,Low,5.28,Low,97.39,Medium,mango,,,,,,,,,,,,
4,Low,40,Medium,26,Low,27.58,High,48.57,Low,6.72,High,95.84,Medium,mango,,,,,,,,,,,,
9,Low,29,Medium,34,Low,29.38,High,45.89,Low,5.73,Low,100.81,Medium,mango,,,,,,,,,,,,
2,Low,38,Medium,33,Low,32.39,High,53.23,Low,4.69,Low,90.22,Medium,mango,,,,,,,,,,,,
26,Low,32,Medium,32,Low,30.91,High,49.93,Low,6.81,High,90.14,Medium,mango,,,,,,,,,,,,
34,Medium,38,Medium,31,Low,35.38,High,45.58,Low,6.45,Medium,97.42,Medium,mango,,,,,,,,,,,,
5,Low,32,Medium,33,Low,32.32,High,52.59,Low,5.84,Low,93.37,Medium,mango,,,,,,,,,,,,
31,Low,29,Medium,26,Low,28.22,High,47.41,Low,5.02,Low,97.77,Medium,mango,,,,,,,,,,,,
34,Medium,34,Medium,35,Medium,27.27,High,47.17,Low,6.42,Medium,95.26,Medium,mango,,,,,,,,,,,,
36,Medium,19,Low,32,Low,27.11,Medium,50.71,Low,4.94,Low,92.37,Medium,mango,,,,,,,,,,,,
7,Low,17,Low,26,Low,34.89,High,48.76,Low,6.41,Medium,91.63,Medium,mango,,,,,,,,,,,,
38,Medium,15,Low,27,Low,33.75,High,48.50,Low,6.78,High,92.26,Medium,mango,,,,,,,,,,,,
5,Low,19,Low,25,Low,27.35,High,54.44,Low,6.44,Medium,96.28,Medium,mango,,,,,,,,,,,,
37,Medium,36,Medium,26,Low,32.89,High,52.61,Low,4.65,Low,94.49,Medium,mango,,,,,,,,,,,,
21,Low,31,Medium,32,Low,35.39,High,51.43,Low,5.25,Low,90.30,Medium,mango,,,,,,,,,,,,
37,Medium,36,Medium,27,Low,27.55,High,47.91,Low,5.91,Low,90.40,Medium,mango,,,,,,,,,,,,
23,Low,23,Low,30,Low,32.82,High,47.46,Low,4.76,Low,90.89,Medium,mango,,,,,,,,,,,,
36,Medium,26,Medium,26,Low,30.17,High,51.08,Low,6.81,High,95.23,Medium,mango,,,,,,,,,,,,
24,Low,33,Medium,35,Medium,29.26,High,54.82,Low,5.34,Low,100.76,Medium,mango,,,,,,,,,,,,
26,Low,18,Low,30,Low,32.06,High,51.08,Low,6.34,Medium,96.60,Medium,mango,,,,,,,,,,,,
22,Low,17,Low,26,Low,28.70,High,47.72,Low,4.75,Low,99.64,Medium,mango,,,,,,,,,,,,
11,Low,34,Medium,32,Low,29.14,High,49.41,Low,6.83,High,97.55,Medium,mango,,,,,,,,,,,,
29,Low,35,Medium,28,Low,28.35,High,53.54,Low,6.97,High,90.40,Medium,mango,,,,,,,,,,,,
22,Low,28,Medium,26,Low,27.67,High,45.42,Low,4.95,Low,92.85,Medium,mango,,,,,,,,,,,,
23,Low,24,Low,32,Low,28.12,High,46.17,Low,5.63,Low,93.30,Medium,mango,,,,,,,,,,,,
1,Low,35,Medium,34,Low,30.79,High,46.70,Low,6.27,Medium,92.21,Medium,mango,,,,,,,,,,,,
2,Low,24,Low,34,Low,28.89,High,54.81,Low,6.47,Medium,94.76,Medium,mango,,,,,,,,,,,,
39,Medium,37,Medium,25,Low,33.33,High,45.61,Low,6.95,High,98.29,Medium,mango,,,,,,,,,,,,
15,Low,36,Medium,27,Low,27.79,High,53.97,Low,5.64,Low,91.01,Medium,mango,,,,,,,,,,,,
3,Low,18,Low,31,Low,31.65,High,48.21,Low,6.39,Medium,91.10,Medium,mango,,,,,,,,,,,,
8,Low,38,Medium,32,Low,29.75,High,46.74,Low,4.98,Low,91.41,Medium,mango,,,,,,,,,,,,
33,Medium,31,Medium,34,Low,31.33,High,50.22,Low,5.42,Low,89.78,Medium,mango,,,,,,,,,,,,
14,Low,29,Medium,32,Low,35.64,High,48.97,Low,6.94,High,97.52,Medium,mango,,,,,,,,,,,,
18,Low,20,Low,26,Low,31.67,High,51.99,Low,5.44,Low,89.98,Medium,mango,,,,,,,,,,,,
9,Low,21,Low,32,Low,32.27,High,53.56,Low,5.87,Low,95.94,Medium,mango,,,,,,,,,,,,
20,Low,30,Medium,27,Low,27.81,High,51.59,Low,4.75,Low,95.90,Medium,mango,,,,,,,,,,,,
9,Low,38,Medium,25,Low,34.59,High,50.34,Low,5.50,Low,100.31,Medium,mango,,,,,,,,,,,,
26,Low,24,Low,34,Low,31.27,High,52.24,Low,6.81,High,89.74,Medium,mango,,,,,,,,,,,,
31,Low,36,Medium,29,Low,33.94,High,52.72,Low,6.46,Medium,97.46,Medium,mango,,,,,,,,,,,,
14,Low,18,Low,35,Medium,31.09,High,47.02,Low,4.79,Low,91.47,Medium,mango,,,,,,,,,,,,
40,Medium,16,Low,35,Medium,31.89,High,49.02,Low,6.48,Medium,89.59,Medium,mango,,,,,,,,,,,,
28,Low,27,Medium,34,Low,32.45,High,50.70,Low,6.53,Medium,95.05,Medium,mango,,,,,,,,,,,,
0,Low,17,Low,30,Low,35.47,High,47.97,Low,6.28,Medium,97.79,Medium,mango,,,,,,,,,,,,
1,Low,29,Medium,29,Low,27.33,High,49.30,Low,6.05,Low,93.53,Medium,mango,,,,,,,,,,,,
2,Low,36,Medium,31,Low,30.90,High,49.96,Low,5.73,Low,91.78,Medium,mango,,,,,,,,,,,,
12,Low,27,Medium,26,Low,29.09,High,45.57,Low,5.32,Low,96.24,Medium,mango,,,,,,,,,,,,
7,Low,28,Medium,35,Medium,30.02,High,46.78,Low,4.67,Low,96.64,Medium,mango,,,,,,,,,,,,
0,Low,36,Medium,26,Low,34.13,High,51.26,Low,5.10,Low,96.39,Medium,mango,,,,,,,,,,,,
26,Low,35,Medium,31,Low,33.45,High,53.06,Low,5.34,Low,98.05,Medium,mango,,,,,,,,,,,,
27,Low,21,Low,30,Low,35.39,High,52.49,Low,5.06,Low,91.23,Medium,mango,,,,,,,,,,,,
22,Low,38,Medium,31,Low,31.53,High,53.06,Low,5.82,Low,98.57,Medium,mango,,,,,,,,,,,,
22,Low,18,Low,31,Low,30.76,High,47.94,Low,5.96,Low,90.39,Medium,mango,,,,,,,,,,,,
28,Low,23,Low,28,Low,30.02,High,50.10,Low,5.68,Low,96.09,Medium,mango,,,,,,,,,,,,
7,Low,31,Medium,27,Low,31.33,High,47.59,Low,6.52,Medium,94.67,Medium,mango,,,,,,,,,,,,
29,Low,34,Medium,26,Low,33.88,High,54.39,Low,6.27,Medium,89.29,Medium,mango,,,,,,,,,,,,
8,Low,37,Medium,33,Low,28.08,High,54.96,Low,6.13,Medium,97.45,Medium,mango,,,,,,,,,,,,
39,Medium,16,Low,27,Low,35.54,High,52.95,Low,4.93,Low,91.55,Medium,mango,,,,,,,,,,,,
40,Medium,24,Low,25,Low,28.71,High,50.44,Low,5.45,Low,95.89,Medium,mango,,,,,,,,,,,,
19,Low,38,Medium,26,Low,31.48,High,48.78,Low,4.53,Low,93.17,Medium,mango,,,,,,,,,,,,
21,Low,21,Low,30,Low,27.70,High,51.42,Low,5.40,Low,100.77,Medium,mango,,,,,,,,,,,,
22,Low,18,Low,33,Low,30.41,High,52.48,Low,6.62,High,93.92,Medium,mango,,,,,,,,,,,,
31,Low,20,Low,30,Low,32.18,High,54.01,Low,6.21,Medium,91.89,Medium,mango,,,,,,,,,,,,
18,Low,26,Medium,31,Low,32.61,High,47.75,Low,5.42,Low,91.10,Medium,mango,,,,,,,,,,,,
24,Low,130,High,195,High,30.00,High,81.54,Medium,6.11,Medium,67.13,Low,grapes,,,,,,,,,,,,
13,Low,144,High,204,High,30.73,High,82.43,Medium,6.09,Low,68.38,Low,grapes,,,,,,,,,,,,
22,Low,123,High,205,High,32.45,High,83.89,Medium,5.90,Low,68.74,Low,grapes,,,,,,,,,,,,
36,Medium,125,High,196,High,37.47,High,80.66,Medium,6.16,Medium,66.84,Low,grapes,,,,,,,,,,,,
24,Low,131,High,196,High,22.03,Low,83.74,Medium,5.73,Low,65.34,Low,grapes,,,,,,,,,,,,
2,Low,123,High,198,High,39.65,High,82.21,Medium,6.25,Medium,70.40,Low,grapes,,,,,,,,,,,,
35,Medium,140,High,197,High,16.78,Low,82.75,Medium,6.11,Low,66.76,Low,grapes,,,,,,,,,,,,
11,Low,122,High,195,High,12.14,Low,83.57,Medium,5.65,Low,69.63,Low,grapes,,,,,,,,,,,,
6,Low,123,High,203,High,12.76,Low,81.62,Medium,6.13,Medium,66.78,Low,grapes,,,,,,,,,,,,
17,Low,134,High,204,High,39.04,High,80.18,Low,6.50,Medium,73.88,Low,grapes,,,,,,,,,,,,
25,Low,130,High,197,High,39.71,High,82.69,Medium,5.55,Low,74.92,Low,grapes,,,,,,,,,,,,
27,Low,145,High,205,High,9.47,Low,82.29,Medium,5.80,Low,66.03,Low,grapes,,,,,,,,,,,,
9,Low,122,High,201,High,29.59,High,80.92,Medium,5.57,Low,68.06,Low,grapes,,,,,,,,,,,,
16,Low,139,High,203,High,17.83,Low,80.96,Medium,6.28,Medium,65.85,Low,grapes,,,,,,,,,,,,
32,Medium,141,High,204,High,8.83,Low,82.90,Medium,5.54,Low,67.24,Low,grapes,,,,,,,,,,,,
22,Low,138,High,195,High,27.83,High,83.51,Medium,6.21,Medium,73.03,Low,grapes,,,,,,,,,,,,
31,Low,144,High,202,High,11.02,Low,80.56,Medium,5.87,Low,68.24,Low,grapes,,,,,,,,,,,,
3,Low,136,High,205,High,17.59,Low,80.85,Medium,6.33,Medium,71.41,Low,grapes,,,,,,,,,,,,
28,Low,122,High,197,High,19.89,Low,82.73,Medium,5.86,Low,69.66,Low,grapes,,,,,,,,,,,,
4,Low,136,High,204,High,29.94,High,81.78,Medium,5.90,Low,65.52,Low,grapes,,,,,,,,,,,,
39,Medium,145,High,201,High,36.73,High,80.59,Medium,5.78,Low,72.24,Low,grapes,,,,,,,,,,,,
38,Medium,132,High,197,High,20.42,Low,81.54,Medium,5.93,Low,66.93,Low,grapes,,,,,,,,,,,,
36,Medium,133,High,198,High,25.52,Medium,83.98,Medium,6.23,Medium,69.17,Low,grapes,,,,,,,,,,,,
25,Low,121,High,201,High,30.51,High,82.72,Medium,5.59,Low,70.08,Low,grapes,,,,,,,,,,,,
15,Low,125,High,199,High,18.43,Low,80.56,Medium,5.57,Low,69.76,Low,grapes,,,,,,,,,,,,
24,Low,140,High,205,High,12.09,Low,83.59,Medium,5.93,Low,68.67,Low,grapes,,,,,,,,,,,,
13,Low,132,High,203,High,23.60,Medium,82.48,Medium,6.42,Medium,73.24,Low,grapes,,,,,,,,,,,,
5,Low,126,High,197,High,12.80,Low,81.21,Medium,6.42,Medium,67.10,Low,grapes,,,,,,,,,,,,
30,Low,120,High,200,High,38.06,High,82.25,Medium,6.23,Medium,65.70,Low,grapes,,,,,,,,,,,,
23,Low,142,High,197,High,39.07,High,82.04,Medium,6.00,Low,69.31,Low,grapes,,,,,,,,,,,,
26,Low,135,High,203,High,33.78,High,81.16,Medium,5.69,Low,74.54,Low,grapes,,,,,,,,,,,,
7,Low,126,High,203,High,16.76,Low,82.00,Medium,5.66,Low,73.29,Low,grapes,,,,,,,,,,,,
32,Medium,139,High,198,High,35.89,High,82.67,Medium,6.36,Medium,66.54,Low,grapes,,,,,,,,,,,,
9,Low,141,High,202,High,21.01,Low,81.18,Medium,6.12,Medium,66.38,Low,grapes,,,,,,,,,,,,
20,Low,142,High,196,High,10.90,Low,80.02,Low,6.21,Medium,68.69,Low,grapes,,,,,,,,,,,,
32,Medium,129,High,201,High,16.36,Low,83.00,Medium,6.49,Medium,71.56,Low,grapes,,,,,,,,,,,,
3,Low,134,High,199,High,20.28,Low,81.32,Medium,5.82,Low,71.07,Low,grapes,,,,,,,,,,,,
38,Medium,138,High,204,High,25.11,Medium,83.25,Medium,6.33,Medium,73.01,Low,grapes,,,,,,,,,,,,
14,Low,131,High,198,High,33.46,High,83.87,Medium,5.56,Low,67.92,Low,grapes,,,,,,,,,,,,
20,Low,122,High,204,High,11.80,Low,80.86,Medium,6.49,Medium,65.07,Low,grapes,,,,,,,,,,,,
40,Medium,126,High,201,High,11.36,Low,80.03,Low,6.12,Medium,71.18,Low,grapes,,,,,,,,,,,,
36,Medium,128,High,204,High,25.24,Medium,80.69,Medium,5.70,Low,67.04,Low,grapes,,,,,,,,,,,,
11,Low,132,High,197,High,15.99,Low,81.24,Medium,5.73,Low,74.40,Low,grapes,,,,,,,,,,,,
0,Low,137,High,195,High,22.44,Low,80.19,Medium,6.33,Medium,65.40,Low,grapes,,,,,,,,,,,,
19,Low,123,High,200,High,34.76,High,81.04,Medium,6.17,Medium,65.70,Low,grapes,,,,,,,,,,,,
31,Low,136,High,197,High,31.11,High,83.34,Medium,5.65,Low,71.43,Low,grapes,,,,,,,,,,,,
4,Low,134,High,200,High,28.58,High,80.96,Medium,5.84,Low,73.34,Low,grapes,,,,,,,,,,,,
39,Medium,139,High,201,High,41.19,High,81.02,Medium,5.54,Low,68.69,Low,grapes,,,,,,,,,,,,
8,Low,127,High,196,High,27.03,Medium,83.17,Medium,5.83,Low,70.96,Low,grapes,,,,,,,,,,,,
39,Medium,138,High,203,High,21.19,Low,82.33,Medium,6.40,Medium,74.63,Low,grapes,,,,,,,,,,,,
32,Medium,120,High,204,High,10.38,Low,83.45,Medium,6.14,Medium,67.39,Low,grapes,,,,,,,,,,,,
12,Low,142,High,203,High,31.31,High,82.56,Medium,5.97,Low,65.01,Low,grapes,,,,,,,,,,,,
8,Low,133,High,195,High,20.47,Low,80.98,Medium,6.46,Medium,71.30,Low,grapes,,,,,,,,,,,,
8,Low,139,High,199,High,29.37,High,81.54,Medium,6.34,Medium,66.13,Low,grapes,,,,,,,,,,,,
21,Low,134,High,202,High,10.72,Low,80.02,Low,6.43,Medium,65.30,Low,grapes,,,,,,,,,,,,
40,Medium,140,High,195,High,14.98,Low,80.50,Medium,6.29,Medium,71.63,Low,grapes,,,,,,,,,,,,
39,Medium,127,High,202,High,15.32,Low,81.67,Medium,6.48,Medium,71.60,Low,grapes,,,,,,,,,,,,
19,Low,120,High,195,High,18.74,Low,81.12,Medium,5.93,Low,73.56,Low,grapes,,,,,,,,,,,,
21,Low,139,High,201,High,19.36,Low,83.36,Medium,5.98,Low,67.15,Low,grapes,,,,,,,,,,,,
17,Low,136,High,195,High,41.21,High,81.61,Medium,6.39,Medium,65.90,Low,grapes,,,,,,,,,,,,
33,Medium,139,High,203,High,33.34,High,82.51,Medium,5.69,Low,70.68,Low,grapes,,,,,,,,,,,,
22,Low,133,High,201,High,23.82,Medium,80.12,Low,6.00,Low,67.27,Low,grapes,,,,,,,,,,,,
32,Medium,130,High,196,High,40.66,High,81.25,Medium,6.37,Medium,74.03,Low,grapes,,,,,,,,,,,,
37,Medium,135,High,205,High,11.83,Low,80.28,Medium,5.51,Low,74.10,Low,grapes,,,,,,,,,,,,
15,Low,140,High,195,High,13.29,Low,83.54,Medium,5.70,Low,65.80,Low,grapes,,,,,,,,,,,,
39,Medium,132,High,196,High,35.83,High,83.33,Medium,5.78,Low,73.68,Low,grapes,,,,,,,,,,,,
40,Medium,121,High,199,High,26.18,Medium,81.04,Medium,6.32,Medium,66.06,Low,grapes,,,,,,,,,,,,
40,Medium,132,High,202,High,24.58,Medium,80.71,Medium,5.97,Low,69.71,Low,grapes,,,,,,,,,,,,
29,Low,142,High,203,High,29.67,High,83.71,Medium,5.89,Low,66.48,Low,grapes,,,,,,,,,,,,
32,Medium,121,High,199,High,39.37,High,81.25,Medium,6.13,Medium,74.08,Low,grapes,,,,,,,,,,,,
6,Low,140,High,205,High,17.67,Low,82.93,Medium,6.31,Medium,69.87,Low,grapes,,,,,,,,,,,,
8,Low,120,High,196,High,24.07,Medium,82.66,Medium,6.05,Low,69.82,Low,grapes,,,,,,,,,,,,
34,Medium,133,High,202,High,15.31,Low,80.10,Low,5.80,Low,74.82,Low,grapes,,,,,,,,,,,,
35,Medium,135,High,199,High,21.77,Low,80.55,Medium,6.40,Medium,69.40,Low,grapes,,,,,,,,,,,,
16,Low,145,High,199,High,26.92,Medium,80.77,Medium,5.95,Low,69.31,Low,grapes,,,,,,,,,,,,
8,Low,136,High,201,High,41.66,High,82.22,Medium,5.61,Low,74.20,Low,grapes,,,,,,,,,,,,
25,Low,129,High,195,High,17.99,Low,81.18,Medium,5.78,Low,72.37,Low,grapes,,,,,,,,,,,,
16,Low,130,High,201,High,29.12,High,82.79,Medium,5.68,Low,68.85,Low,grapes,,,,,,,,,,,,
39,Medium,129,High,203,High,34.39,High,83.18,Medium,5.86,Low,71.03,Low,grapes,,,,,,,,,,,,
38,Medium,135,High,203,High,41.36,High,82.80,Medium,6.44,Medium,69.92,Low,grapes,,,,,,,,,,,,
33,Medium,120,High,205,High,35.12,High,82.27,Medium,5.55,Low,69.72,Low,grapes,,,,,,,,,,,,
35,Medium,125,High,204,High,19.65,Low,80.15,Low,6.11,Medium,73.70,Low,grapes,,,,,,,,,,,,
1,Low,132,High,200,High,16.28,Low,82.94,Medium,5.62,Low,66.57,Low,grapes,,,,,,,,,,,,
39,Medium,140,High,203,High,21.12,Low,80.63,Medium,6.35,Medium,69.28,Low,grapes,,,,,,,,,,,,
28,Low,145,High,202,High,19.21,Low,82.90,Medium,6.48,Medium,66.83,Low,grapes,,,,,,,,,,,,
6,Low,128,High,200,High,25.96,Medium,82.58,Medium,5.84,Low,70.32,Low,grapes,,,,,,,,,,,,
6,Low,139,High,199,High,25.67,Medium,81.62,Medium,6.29,Medium,74.11,Low,grapes,,,,,,,,,,,,
29,Low,122,High,196,High,41.95,High,81.16,Medium,5.64,Low,73.07,Low,grapes,,,,,,,,,,,,
37,Medium,144,High,197,High,11.19,Low,80.81,Medium,6.42,Medium,66.34,Low,grapes,,,,,,,,,,,,
38,Medium,120,High,197,High,17.54,Low,82.95,Medium,6.32,Medium,73.77,Low,grapes,,,,,,,,,,,,
38,Medium,141,High,198,High,13.06,Low,80.28,Medium,5.76,Low,70.76,Low,grapes,,,,,,,,,,,,
14,Low,121,High,203,High,9.72,Low,83.75,Medium,6.16,Medium,74.46,Low,grapes,,,,,,,,,,,,
6,Low,125,High,204,High,27.92,High,82.93,Medium,5.73,Low,69.92,Low,grapes,,,,,,,,,,,,
32,Medium,138,High,197,High,9.54,Low,80.73,Medium,5.91,Low,69.44,Low,grapes,,,,,,,,,,,,
